timestamp_TW,uuid,ucid,upid,problem_number,exercise_problem_repeat_session,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,is_hint_used,points,badges_cnt,has_student_cnt,difficulty,learning_stage,cheating
2019-05-01 08:15:00+00:00,VMm8bg0sJS6yp/5JXmrL+WXE5SrnZhuc4YQuXJIgN7Q=,ierVgp9Aw3orfAmQMe77mB+wYdaV6fK6Vy3vmvs6Ods=,xgbLxtdFKGlUE2/cvq6ZCzzVxvLuN/35rX8/8A6AiJ4=,3,1,TRUE,47,1,0,FALSE,119641,21,0,normal,elementary,0
2019-05-01 08:30:00+00:00,Ps1+GIKfqWnjUhCSt8dy9LWPG7+tpNQNFaxlf+Zsyto=,jZvYpEa6VB/WrlKKmQHnfbv/xJ4OypBzq0epVcn500Q=,P3ty5Xq0xyK1pVEjDhN5AHen11Ruuz/8K6TZs9mTQNg=,10,1,TRUE,15,1,0,FALSE,151278,34,0,easy,elementary,0
2019-05-01 08:30:00+00:00,hflGFEcUvLyiaVTJZLOwg4XDCv8KiL0ukYnQkNawAkM=,DtvKO1+2Ch/AE2FEfvJk1CyuVHFhFA08kGI64zamVfI=,MztquktdRCRDGptWQ5ZZMpC8hfJ6V3w50kFStgl1Vlk=,6,2,TRUE,43,1,0,FALSE,492875,107,0,normal,junior,0
2019-05-01 08:45:00+00:00,e4nUiDGsqXfybzftrzrtOU6hhO4zRAqV6Zd5L2fk4O4=,N4oVXBKRiHKEYw6SebJh6pDSMFh9W1VBDaYMNp7HZjQ=,dIRgB0jxaH9UHqSSxRv35L64WjMrYZAjupXGZ7UGlLs=,2,1,TRUE,38,1,0,FALSE,14070,1,0,easy,elementary,0
2019-05-01 08:45:00+00:00,mzNIUvAWeF2IFrDs0d9dZtdyNDN0/3DCFQIqdaujhgY=,b1IGwey9JYxxOGjLTGRvkWIsfmIlerNqghEc8OtDB8o=,Q6ukNKsRp9gUOo4CCvtv+JRwVcInc1iq8O2MGbZdW2M=,3,1,TRUE,36,1,0,FALSE,8937,0,0,normal,junior,0
2019-05-01 08:45:00+00:00,mzNIUvAWeF2IFrDs0d9dZtdyNDN0/3DCFQIqdaujhgY=,TKDAjftSYyI2PNmAkXdInD39P5BcPNa6a+qx0fxm4RA=,xr8rWDsI0schArWycB7HcWGipfu64eqO3FVNHuFVS9s=,3,1,TRUE,27,1,0,FALSE,8937,0,0,easy,junior,0
2019-05-01 08:45:00+00:00,A7sjF25QPFbwAFKZcjO/zfhf9WrGUA6FX1ZFj86OHgI=,Mujc7fhlpiAZ/8+VvJTuahAOrjvNECvtA4YBD6fP02Y=,nxp9UGqA7NqDSPoeUJUN+Tkk/3N3kBYaTxNMwnZ4Z4k=,3,1,TRUE,7,1,0,FALSE,417657,75,0,normal,elementary,0
2019-05-01 08:45:00+00:00,hflGFEcUvLyiaVTJZLOwg4XDCv8KiL0ukYnQkNawAkM=,DtvKO1+2Ch/AE2FEfvJk1CyuVHFhFA08kGI64zamVfI=,UsPeEBIR/gJoNfCzUByaxtvQhkFqXzhbuiwTsaJf0k8=,9,2,TRUE,35,1,0,FALSE,492875,107,0,normal,junior,0
2019-05-01 09:00:00+00:00,cuHeQxlIKwW6XpUqyFnE96SUbzOae3lAQwswCk4CE0M=,CPI+5YCeEmhqdk6znJeii6jJUNl1QWGEvwCUJ6uLflg=,9Ksy3bdm0HTi0D+cdKSBKDQJjo5GNahep91FqHUrpts=,3,1,TRUE,4,1,0,FALSE,10680,1,0,easy,elementary,0
2019-05-01 09:00:00+00:00,M1OXkWqBcMBPKmDGXKyTHLA0eK8QPdxCy/210CWx9hc=,Iri0Mm69Jhy9dYumaZScJt7B6cHJhAjve5Ii96kP4vc=,DrMPcmwDd9oMwoqzJSLoA6hJM7MD11DofqXg2KO6lhA=,15,3,TRUE,13,1,0,FALSE,11730,2,0,hard,junior,1
2019-05-01 09:15:00+00:00,9xTLikdRZ4s/DqFOwmV8nC6ESBALp54CMJgdMm4m02c=,I/598ZmMIMeI5NdTNKVBHbbhAMhZA3QRabeZhQ/ddL8=,bGuXxiT6vyGyz05i3RZVTLnFNmarvBEr3FsLEnOsMbc=,4,1,TRUE,10,1,0,FALSE,38135,1,0,easy,elementary,0
2019-05-01 09:15:00+00:00,0a4WSEhqOTvRiIQ8nsOGWFHSmC4h8+6s2Z5MKu4WWUg=,Btds09v+9HMRx4P6eflC5gPQoNUwxSaOSdqT5SfNzRs=,0/M7/VFIfHSXSlxqY9UKn45V4aARKfG+8AiUWLDlIVI=,7,1,TRUE,23,1,0,FALSE,74265,8,0,easy,elementary,0
2019-05-01 09:15:00+00:00,F6tUNYTkA3fSiBoeLl8kXEqc4NTo/q/3VlCv4KqqutU=,i2BVfTp485wM+aQN1OTMKJr+SQDTDi5fuNDk9dp360g=,K7h+Jc8a0DR+9MoTbrz8B1r/H5++YnJc9ol0K8/zYYI=,4,1,TRUE,10,1,0,FALSE,180630,17,0,easy,elementary,0
2019-05-01 09:15:00+00:00,IJUcJ0q0Ahzk+H3gPXEv+stgJjycm1yoDegCKs/TJic=,4iIvLk0lZ+0GBDS1C/Manl0Akf1WtIozwfMOkh1/PFc=,oNhSv7WrDxzex0gkM1NEkOsC7sig0ExHHXq9xX/bveE=,10,1,TRUE,6,1,0,FALSE,190260,31,0,easy,elementary,0
2019-05-01 09:15:00+00:00,u06fnejuCa4HEchN+mYDQ0OPLRdN9hGNBK+MeGpsktc=,qER34e/xF0nc6zZmlIGrL3knw6JHjbP6i3jC6rfCS8c=,ANbSVDqcIdHhcN30Bd2Jbxid3IUBkOkwa2NHzEUaiCc=,6,1,TRUE,19,1,0,FALSE,118020,8,0,easy,elementary,0
2019-05-01 09:15:00+00:00,sZAuoIPXxlR+dM+GIVNKZyfmARU2Mt5jMoowpYTw4zk=,5ZJ5qSJYX6dsa9HODIJqoF60NnmdmYfFjBKCus7D7og=,Usk0M+wYc9nMF3rmxydgBma9Q3cqPDxn/zHPgcqNF7k=,5,1,TRUE,14,1,0,FALSE,139290,3,0,easy,elementary,0
2019-05-01 09:15:00+00:00,HBWB9le4Yi7NuXReV5qy9hQe4fiGHnTaYK4xB4X+PP0=,i2BVfTp485wM+aQN1OTMKJr+SQDTDi5fuNDk9dp360g=,hVOszIzMLYEJEwT6oTSrjEKYqi14vk64rAgXT7/zqQY=,3,1,TRUE,38,1,0,FALSE,108515,12,0,easy,elementary,0
2019-05-01 09:15:00+00:00,y6qE06pfmic71JzRBb5UIgv3WDvWzFMZGTzlF6hoO04=,T4SE4EgcHfMeg58rrWKRWuXd7tw0mVCfHJvBhy6TC78=,ZgwZsqR8oMrvWlrkJP/9C6hl8+S3sT00SveWGn+FpSU=,4,1,TRUE,11,1,0,FALSE,23850,1,0,easy,elementary,0
2019-05-01 09:30:00+00:00,nJ0dGZCTqnimD5FcCP10RhPM2Sjsdk0CAi8uI/+xlnY=,FXZHogJiLvLU25++7dJCE1y9LEuSi4gulb0iPp36vdQ=,Sr0PT+ncRJA9uWUG9FTQZRhaOaowT9O+buQx6+97mGU=,4,1,TRUE,23,1,0,FALSE,88676,12,0,easy,elementary,0
2019-05-01 09:30:00+00:00,lrdK7X+zYsd3uB6OeIIySyZ9EsBs9JrSTUAorxsugXs=,dbfungJHCNq5u7rIZjs2wCd9hgFrRs2MXbTqu1obyVY=,/wrLHCFK/9Edp7HyL1gA9P5P3BhGvv0Y2mOB0EYqpd8=,5,1,TRUE,11,1,0,FALSE,250505,13,0,easy,elementary,0
2019-05-01 09:30:00+00:00,IQaCUhYXGLaHxgIlwFZF/BEZJ0U6wDnOoGaUo736e9E=,WfTXipC1a2n1v6FzNC711Jzm2ikIDAAPKcOP6AEaR1Y=,roxr84LSW4h06i+dcRUH6yZ3QVXBTPLvhs6sE3newz0=,6,1,TRUE,136,1,0,FALSE,41755,8,0,normal,elementary,0
2019-05-01 09:45:00+00:00,nJ0dGZCTqnimD5FcCP10RhPM2Sjsdk0CAi8uI/+xlnY=,wWw2CLiK4yqlM5/ZJQgVspMEHVnWTfbbuGHAZs+py9c=,sEZ5vCvNEDfmQuotZlgv1EJynLlR+ENWK6OvWh8nvO4=,6,1,TRUE,117,1,0,FALSE,88676,12,0,normal,elementary,0
2019-05-01 09:45:00+00:00,c7jvntin+EBJgN0GTLVrghSyxJi1skLiOjhvEEgXF/o=,dVKfHzCsi1dOBhd343bsUNF4dowsiANnvRBkWqToitg=,6pq3w2y/eC0BDQIEategZYQQzQZ7OOSx6h3301P8Ovo=,4,1,TRUE,7,1,0,FALSE,169342,13,0,normal,elementary,0
2019-05-01 09:45:00+00:00,KQbRe+IhtQaeokgldukKsGm6DOJHDCX8epGYXbZ8t3I=,CPI+5YCeEmhqdk6znJeii6jJUNl1QWGEvwCUJ6uLflg=,OSuDd4rDo2muXXwwJRU2DQVHkk6/JOGgNzfzNi4PMJM=,5,1,TRUE,4,1,0,FALSE,23425,3,0,easy,elementary,1
2019-05-01 09:45:00+00:00,6tCnfJIYuGUfQHsSQcN0LU6HhdcXx8DFopTxJNesCXg=,c7CnB6hlM9deJD6GjunUMpgXQlPcGIKfVuzCTGSGiQ0=,hN2CnJkxZyIslRCAUn6RWScdO4ycf1ggi2rJ9IdEF84=,2,1,TRUE,5,1,0,FALSE,15086,4,0,easy,elementary,0
2019-05-01 09:45:00+00:00,DlxbNllwmsLSDkvDppMdGnjaaTZSQG6lBuIAcGMErf8=,T4SE4EgcHfMeg58rrWKRWuXd7tw0mVCfHJvBhy6TC78=,QQmNCgqomUe5mZUPF/obwSaiZK14MSJcLKKFv0ZQCM8=,2,1,TRUE,17,1,0,FALSE,524571,93,0,easy,elementary,0
2019-05-01 10:00:00+00:00,d92zMJ94BY86CRpGKFg4pTWtZJ5u2KOsnTDhdQzDhMM=,/Sw5cJFSX/oGzBxxguGO4BkFKPZmhFXSpCCJVhOtffU=,saX3PdJzQdvZ/er2pols5ZsOgm4FFMgR+bdeyjWA6Ew=,6,1,TRUE,39,1,0,FALSE,73480,19,0,hard,elementary,0
2019-05-01 10:00:00+00:00,NDlmklYXHO7fSflffIoLXHbQXYMT92CxP+h+EEqoUpE=,ZDQe2EAf9O/FBmCJpXM2GZK7E3bfQfT6M8rHZ21H5Uc=,fgxQUKEfBzRVXSSwvP+osVswB07plG4N22CXgYS/0j4=,3,1,TRUE,8,1,0,FALSE,4721,0,0,easy,junior,0
2019-05-01 10:00:00+00:00,JNLHb+nncKiQQ1KqNL/z2ECcOeQgVAfrwvS+tXTLrzc=,X3kjMLe+TWKd9Bm5TfIaJZzzngni5Yb5nJxHI3WWvO0=,mmQOQHBY/VMSx3fG77Ch3jI+hQr6ZuLz0s14Ga2W5H0=,2,1,TRUE,75,1,0,FALSE,246993,36,0,easy,elementary,0
2019-05-01 10:00:00+00:00,Ehdw9g6+CPA26m+QMbUbo+sSkzKy6Jw3Tjg6a7tB1oA=,u5SYmgbMwMzEurXJkN8SzYMacAqwjR02xCA0/prnVeI=,HGoQRgNhv0Z6p7P7Bvqd4yQReZl/8RaeKS2YZzrYMvI=,5,1,TRUE,45,1,0,FALSE,393864,89,0,normal,elementary,0
2019-05-01 10:15:00+00:00,qt4m8swwC+W0qL8vxFsd+D/T1L0n/WyXGBhc/jnbHl0=,OpP2FCplZ1a3UCUD9+tmw0Az+FrTdUOy8QtzWTO3BbM=,DIFIBxtbtJy71cy5U0klkj0BfW29ZeSso1+g2F+IevI=,5,1,TRUE,39,1,0,FALSE,20572,1,0,normal,elementary,0
2019-05-01 10:15:00+00:00,hXQpF7VPo3KvVMkPmniAUg5T2sA0lo9lncZhVitNKvo=,jpb1rgDXjbe7vvSvZzIoPtn6mVIKPxauQ1QVTvzkAdw=,sx9a7qWIetl8oGJwnvOs9MVorMYMBfqj0qwV8Doau1E=,11,1,TRUE,67,1,0,FALSE,209671,24,0,normal,elementary,0
2019-05-01 10:30:00+00:00,ewfR5EDOC/5AMP/qKgH1j2RZTwrmNewFb0V9HtJa4X0=,/SsQisa91ErcEufKW7SNb4xZ6DASvJZ4Ml5/0BluyAA=,x5i+ofrKOzCM+q29UqIoYhwi07gcFU7Nowiq3Hgcq+g=,7,1,TRUE,3,1,0,FALSE,59740,41,0,easy,junior,1
2019-05-01 11:00:00+00:00,XGRVAx4qknAnSO6NdS7rIgfztdJDj0qBF2tv6vLk/ak=,+owQ9eTzitOLHF3SZxKwWN9ZpsHjg3tK4A9fpS7E0oo=,iippIvLnCO6sJwncJMNoJS2+Ej2I9rS208SZgmR6CPU=,4,1,TRUE,13,1,0,FALSE,324585,27,0,easy,junior,0
2019-05-01 11:00:00+00:00,W5tkO9C/j+AXebhrOk+ir9hsvE38gs5bRSfV9XQTpnk=,dfeeBaa8zDhWS6nu7zeXKwLyi4zqEajI3tJM9/fSBPM=,mbuTV4wGJhQwPd3YCK7I0BHG04Cxfd2uXTil6NKOLBE=,5,1,TRUE,38,1,0,FALSE,49575,13,0,easy,elementary,0
2019-05-01 11:00:00+00:00,zgcamOi6DLemzLttc1EGlRv/NPxy3KM8bt6vWy37nJw=,dfeeBaa8zDhWS6nu7zeXKwLyi4zqEajI3tJM9/fSBPM=,mbuTV4wGJhQwPd3YCK7I0BHG04Cxfd2uXTil6NKOLBE=,5,1,TRUE,14,1,0,FALSE,77000,23,0,easy,elementary,1
2019-05-01 11:00:00+00:00,M6uN7QoAT8sJEBSue9xpy9HKaqAk328GLwozyqjjwjU=,AqtrGa+Qvhqa4wB01SqXoQf7HJKNBmJRrvl6F9s1ANE=,FFkyu+UOKT6ClbjyecWj9g6GFfpekYd+QqS/QXvQ7kY=,2,1,TRUE,25,1,0,FALSE,9375,2,0,easy,elementary,0
2019-05-01 11:00:00+00:00,xtEb1aHNw7RmdCJlrM56oDErq3sZGa/rNqxe7FaUWz4=,n2hbC2W/fEWt1TwlS/Wwq8yLpJAllQM79eSfMWQzi3Y=,04DAFnwOkJ6q0nmKpi9qeCkzUDSPoTEMYgk4L6RYyXg=,6,1,TRUE,24,1,0,FALSE,167192,37,0,easy,elementary,0
2019-05-01 11:15:00+00:00,oQif/mZ6n7kqozsMxdIFTVVy1/+y/AzZAzjrEoT3i7A=,odpQo0xwxNj77x4vDVOFe0SsN91+KI8cS8ytWOMB02Q=,XxuxQW3nK7o1Tc4rLufEWlNP/5T1iGPiR3TSAkTHMyo=,7,1,TRUE,13,1,0,FALSE,58846,15,0,normal,junior,1
2019-05-01 11:15:00+00:00,Wl5mStvfvquqRbYdvqVc5qJ/BPXl/+OVYfkiftlPJg4=,w8mrAb/M/c9pr/FAngd/vU90ZIlBOtjnjrpToRgWGGA=,FTYYIUCwYwjFQdlMPlyXsvwtOfpqXdEmwsh/9odU/po=,16,2,TRUE,14,1,0,FALSE,2519566,327,0,hard,elementary,1
2019-05-01 11:15:00+00:00,tEzAt22T2x/OjPIkbV2BOrjobkk7FNfWV1VP/ie9/E8=,3cg9wquB/Sf1whKNOekAQ/XUQcTUeXeW01l06R+BbNE=,TmT07Lkbkm6oa6WOSlT73Q/sm94RPgF3c1YR27a3RuU=,5,1,TRUE,12,1,0,FALSE,78525,2,0,easy,elementary,0
2019-05-01 11:30:00+00:00,4qotXUn7f3p6KkAjlpuavWW5PkbumE2+eeHl4FdbgyY=,iPMbi8I6lhB14oTgTNaTq8Fg7KeXWxFb5P1reKC9UXA=,TI8QhvXwIjr1e3e+rtxBhWjCacoonRSEgmtHTrA7t7w=,6,1,TRUE,3,1,0,FALSE,193112,81,0,easy,elementary,1
2019-05-01 11:30:00+00:00,rX4CV4zRIwgz+EWEY90c6CicZLRzx6wt5nUhZy30XUM=,O/KjGB9rr8dvio3EBiuDvoL1cg/22EZaZV1FxmkURKc=,KlD54Yh3E6pkpD8/i1nJFibYPkhiEnbx+E523/o1hbg=,11,1,TRUE,16,1,0,FALSE,47593,6,0,normal,elementary,0
2019-05-01 11:30:00+00:00,Msbop3FFS0ijBevWDG1Nzn1TLMoAyQyATaihZhAkuHY=,1vxQPFV4O43WybxMtioe1qA8GIcP/kOWTaysWsNrBRY=,7ibTM+T85IRh9Vd1e1heUswyvpLtNeMHcLcL3/DoaQ4=,6,1,TRUE,4,1,0,FALSE,117124,51,0,normal,junior,1
2019-05-01 11:30:00+00:00,KwVVfDFdAWnJLTstupiAoQQovkmgexzknhLfPcvrmOA=,4ocFSB0WJ+OdC6URbytP90Mq+4KaJGPg3s0Dq7kysgw=,mc8N8Blmp4w5KVj5K32RJlVniRHKrE9rZLtQGofsVN0=,5,1,TRUE,56,1,0,FALSE,144756,25,0,easy,junior,0
2019-05-01 11:45:00+00:00,bJXtSIKut0zqMjtXMrGsT+BkGNFL0c/EE+gOcl+UuzA=,ZDQe2EAf9O/FBmCJpXM2GZK7E3bfQfT6M8rHZ21H5Uc=,jcCMGkYsyVVYS1taxsj9YhBt9sdHpjAwS6kje9haEcU=,4,1,TRUE,12,1,0,FALSE,32538,3,0,easy,junior,0
2019-05-01 11:45:00+00:00,4qotXUn7f3p6KkAjlpuavWW5PkbumE2+eeHl4FdbgyY=,HKqPgUALqZGw984KFqAMeDwDJTi9cNhJ51UXfjzELSg=,lSc0e6pu91XqXlvV4NziVetk2XmpjL6At2FTUIOvGfo=,22,1,TRUE,6,1,0,FALSE,193112,81,0,easy,elementary,0
2019-05-01 11:45:00+00:00,XQ4verx/jy47gtnryjs6H+6AEbGd2Z0lg6GqbNKVnrs=,hWfAiJgEzK9NSh1jxPBGRiCGV+lYwQ/qoXFxJbFyoWM=,hjKda7FH9nwyDGKn3moPRLZ1SFdv22FJDwg20kE3Et0=,3,1,TRUE,4,1,0,FALSE,320602,21,0,easy,elementary,0
2019-05-01 11:45:00+00:00,AlTtd8owJY8U/lXmMqozjvuiBOe04qh0fd48MKJD5DM=,ZDQe2EAf9O/FBmCJpXM2GZK7E3bfQfT6M8rHZ21H5Uc=,MTqXtNffvW5VAxtOghQ4e6q9cgLZPDIFgoCB858bl0k=,4,1,TRUE,7,1,0,FALSE,964551,48,0,easy,junior,0
2019-05-01 11:45:00+00:00,pz0H5sZViFCoXobpmlbPuAt2BzH5f+SNixGU8jGqkHg=,Q6oyQv4evP1EzfiPfaiyLQUS1mHQgoz+d7J7zk+zxbs=,eBvuL9PjHdgWSL8x3iJ9sICwUAUmhylNOBn3eF7VQvw=,8,1,TRUE,2,1,0,FALSE,1271776,498,0,normal,junior,1
2019-05-01 11:45:00+00:00,bJXtSIKut0zqMjtXMrGsT+BkGNFL0c/EE+gOcl+UuzA=,4ocFSB0WJ+OdC6URbytP90Mq+4KaJGPg3s0Dq7kysgw=,vFd1IQwkDxBgI5o9LTPQwaK7KAYZKe9uKyV+UPIgd+A=,9,2,TRUE,57,1,0,FALSE,32538,3,0,easy,junior,0
2019-05-01 12:00:00+00:00,VznqVTXx8O1mcUqVp4itRccalbCxoHzQl5aAUzJRjag=,5KQ7wVusODIGXeR77YTjuxxWFJmiYmgbaEGhEYj+nLA=,aUfyJRO77X/0eK3Zrp/bfHpePLUEn0Q7LqMcti5b5Lo=,6,1,TRUE,77,1,0,FALSE,706404,43,0,easy,elementary,0
2019-05-01 12:00:00+00:00,vgSVNOh3UyyQWfHmNT0h6r96qfSvQGopA6stzvuSPkA=,O7yKpGNIFze/B/+ivo0JTHDVQ3EpuTLWwbjz2ouVChw=,IyCXMzZd23hR4DnqL82pA3/QnviycLn+oizCNvJoWmU=,16,1,TRUE,18,1,0,FALSE,390005,52,0,easy,elementary,0
2019-05-01 12:15:00+00:00,88CinK0lyxktkGTz3l5HLGlhkbNGsTgvTvR9CFnJsQA=,v0kd17IRi6S3Pb5Go3lcsG8G+brOsfhuCLG95fqRhY0=,GuMVbqVp5n8d55tW56la6R8AP6ekgsHOci+Czz2Lfy0=,2,1,TRUE,34,1,0,FALSE,193100,21,0,easy,elementary,0
2019-05-01 12:15:00+00:00,88CinK0lyxktkGTz3l5HLGlhkbNGsTgvTvR9CFnJsQA=,00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=,Wq9K5zpYsVVpVw6VsCocf3BzE9cMjPmLa6I86RDlJVs=,5,1,TRUE,19,1,0,FALSE,193100,21,0,normal,elementary,0
2019-05-01 12:45:00+00:00,aLw/Bo7oCiHqwnG5NBvn9kK3hIk4TOsaobQDQ0goil8=,KaJlr5jTCShzkQu8T3MYWsJbqqEXtX+F4w15fmUPlOE=,XDm6HpfbakQS3RTDu9YqDvxlDoXqi40iaAO4WLYaizk=,41,3,TRUE,2,1,0,FALSE,71835,21,0,easy,junior,0
2019-05-01 13:15:00+00:00,V2BTIJKcxrUTbORCZPMAuVNvUbO2wZjTspT5LPvwpC0=,F4GmvS4Bi2uZWkbTIc/2nAey1+AXYlAgQWpQcuY9HOA=,DOkPZwQq11vZlVNTHXDhAS/e+OY/78jIV/pW+BPpIrs=,4,1,TRUE,13,1,0,FALSE,156889,34,0,normal,elementary,0
2019-05-01 13:15:00+00:00,XtS9MGQ2F1CH/TyYee4WbVucEKMPnIEuGnW2X9ttMCY=,4ZORM6aG+AuCdVwSDcuY5CIGomxB+yV7jEQ3c7BV9w4=,K7JAMGkp7dj10bg9YCXWULi7BJI690UvEXhVlv2LmbM=,13,1,TRUE,13,1,0,FALSE,329757,21,0,easy,elementary,0
2019-05-01 13:15:00+00:00,eJZP4yjWHPekuLatssgWPVJ67+ODkpxJ/A55QS8uEyw=,2f91Isfs+HaZMyoefue8KM5T9TUHnyfMUs7lDEcsgWo=,t9ertTIR8arnVZIlDeOkTFc/MA69vfVpuL35ZPtev78=,8,1,TRUE,6,1,0,FALSE,704064,123,0,easy,elementary,0
2019-05-01 13:45:00+00:00,7mSXZHToBDVaMf4ySrAOlmja0JoSkYY9TC/Gn00KBq0=,UvC6kSISYOndybh30jYllToowJOirq81gPZsMmHnsNo=,AZ5cpp3GPZ7T2g7+CnROMbOM/96hVOMcY1NtayW1Agk=,13,2,TRUE,12,1,0,FALSE,4047528,673,0,easy,elementary,0
2019-05-01 13:45:00+00:00,shzSo97YB3DXfZCnmBj2/ou28LDWtDFruF4l0jMhjyQ=,6oBJy9a+mLrulaDRintC7IOXA5h6oXL7oGZCUuH34Ag=,DWbfnZOf09hmngbCZBCqId+gbAmc4uaX3orbOA+Cg1A=,3,1,TRUE,12,1,0,FALSE,63035,1,0,easy,elementary,0
2019-05-01 14:00:00+00:00,7mSXZHToBDVaMf4ySrAOlmja0JoSkYY9TC/Gn00KBq0=,Km4UtamxG5HOGBYO5bAFwlruZSFNKxlILK2wKiFEcSI=,lB2ljthKRJ4VDyUckrSv9gxLE07nwIjMuTsLHeVtkFM=,4,1,TRUE,4,1,0,FALSE,4047528,673,0,easy,elementary,0
2019-05-01 14:15:00+00:00,lEmXXgqFqsAueGodCdUtrGdOl8uv7g99hwsir2da5vc=,T4SE4EgcHfMeg58rrWKRWuXd7tw0mVCfHJvBhy6TC78=,IhZY/TVu3Epwm5GStPbxCitZ/H88Ih13Jr0u9gYAAsw=,4,1,TRUE,5,1,0,FALSE,84002,13,0,easy,elementary,0
2019-05-01 14:30:00+00:00,FdfvVQ01W/pc27xucD6f9j8fpPFRXmd6nhk5ul3rOv4=,e85vrrhrWUiVrvUMsLtqjwCVVgejgRneTUUL2gr0GJ0=,gTCM8EqensALRywevN+V5UV/7kNCNTaY6xv9uvJ1Ee4=,4,1,TRUE,36,1,0,FALSE,53715,11,0,hard,elementary,0
2019-05-01 14:45:00+00:00,ZApJWpoHgWciIAuq1vcYvgDE8hXvK1qJhDFCUyZ8Qhg=,C2AT0OBTUn+PRxEVd39enhW/DJtka1Tk90DUAR6yVdA=,lI3x0MPzLyctW6jD/W+UTYtytXi2qEq59Ika4QZ9rNY=,6,1,TRUE,53,1,0,FALSE,88186,22,0,easy,elementary,0
